297,Radford,-6.8,-5.0,-16.0,-2.2,-9.8,-1.7
298,American,-6.8,+0.7,-16.0,-3.8,-9.8,-8.1
299,Cornell,-6.9,-9.3,+14.0,-3.6,-8.7,-8.5
300,Manhattan,-7.1,-11.0,-1.0,-0.2,-12.4,-4.4
301,App State,-7.1,-10.3,-20.0,-0.7,-11.9,-6.8
302,Youngs St,-7.2,+2.0,-10.0,-3.8,-9.2,-10.0
303,UC Riverside,-7.5,-9.3,-9.0,-1.9,-11.4,-2.6
304,Savannah St,-7.6,+9.0,+7.0,+2.8,-12.8,-6.8
305,Dartmouth,-7.7,-16.0,-37.0,-5.8,-9.2,-2.3
306,TX-Pan Am,-7.8,-16.7,-4.0,-3.9,-10.1,-13.6
307,North Texas,-7.8,-12.0,-2.0,-3.7,-13.3,-6.6
308,Saint Louis,-7.9,-5.3,-7.0,-4.1,-12.6,-6.2
309,N Arizona,-8.0,0.0,-13.0,-4.7,-10.1,-15.5
310,Portland,-8.1,-7.0,-23.0,-9.3,-7.3,-2.8
311,LSU,-8.2,-9.7,-27.0,-2.8,-13.9,+1.8
312,Tulane,-8.2,-5.3,-6.0,-5.4,-10.5,-4.6
313,Beth-Cook,-8.2,-6.0,-35.0,-1.3,-12.8,-5.2
314,Delaware,-8.5,-8.7,-9.0,-1.4,-13.1,-9.5
315,W Illinois,-8.6,-8.0,-9.0,-5.2,-11.1,-4.9
316,Austin Peay,-8.7,+4.3,+9.0,-3.9,-11.8,-3.1
317,Stetson,-8.8,-14.7,-30.0,-1.2,-13.4,-6.4
318,SIU Edward,-9.0,0.0,+19.0,-5.6,-11.1,-8.2
319,Howard,-9.0,-2.0,-15.0,+0.8,-13.5,-6.1
320,Alabama St,-9.0,-11.3,-15.0,-0.2,-13.4,-3.8
321,Florida A&M,-9.0,-8.3,-4.0,-4.4,-12.5,-11.1
322,Detroit,-9.1,-8.7,-25.0,-5.2,-12.1,-1.6
323,Central Ark,-9.3,-9.0,-8.0,+0.6,-14.5,-8.4
324,Nicholls St,-9.3,-5.3,-10.0,+1.2,-14.6,-11.5
325,Delaware St,-9.4,+0.7,-7.0,-3.6,-12.0,-14.0
326,Marist,-9.6,-2.3,-4.0,-4.8,-12.8,-7.2
327,S Florida,-9.7,-8.7,-11.0,-4.5,-16.4,-8.1
328,Central Conn,-9.8,-5.0,-14.0,-5.8,-12.7,-13.1
329,Citadel,-9.9,+2.0,-9.0,-4.5,-14.1,-11.2
330,McNeese St,-10.2,-7.7,-7.0,-4.5,-14.3,-8.5
331,S Utah,-10.2,-8.3,-20.0,-8.5,-11.2,-13.1
332,Hartford,-10.3,-13.3,-29.0,-5.3,-14.2,-8.6
333,Oregon St,-10.5,-18.7,-5.0,-4.6,-16.0,+1.1
334,S Mississippi,-10.6,-5.3,-11.0,-2.0,-16.7,-6.9
335,Lafayette,-11.2,-9.7,-3.0,-10.1,-12.1,-9.0
336,UCSB,-11.5,+3.0,+13.0,-7.2,-14.9,+2.3
337,Idaho State,-11.7,-15.0,-15.0,-4.2,-15.5,-3.1
338,S Car State,-11.8,-2.7,-5.0,-1.0,-15.9,-1.8
339,Pepperdine,-11.9,-15.0,-5.0,-5.2,-16.9,+0.6
340,VA Military,-12.1,-12.7,-18.0,-8.8,-14.6,-9.8
341,Maine,-12.3,-20.7,-45.0,-10.5,-13.5,-10.9
342,Ark Pine Bl,-12.5,-14.0,-11.0,-0.7,-18.4,-13.8
343,St Fran (NY),-12.7,-14.0,-15.0,-10.5,-14.2,-2.0
344,Miss Val St,-13.4,+4.0,-3.0,-0.3,-18.6,-11.7
345,NC A&T,-13.5,-2.7,-10.0,-8.5,-16.3,-8.3
346,Coppin State,-13.5,-6.0,-6.0,-1.1,-18.8,-9.7
347,W Carolina,-14.6,-3.0,-6.0,-6.2,-20.2,-3.5
348,Longwood,-15.1,-9.7,-5.0,-12.2,-17.2,-6.3
349,Alab A&M,-15.9,-13.0,-21.0,-4.8,-21.7,-2.7
350,Chicago St,-16.5,-13.0,-14.0,-17.4,-16.2,-16.1
351,Presbyterian,-17.7,-19.3,-19.0,-13.0,-20.7,-8.4
